,series_id,FIPS,Average2007,July2015,DateReturned,DateReturned3moMovingAve,DtReturnedValues,MonthsReturn,2007Ave_pls1,DateReturned3MoMovingAve_pls1,MonthsReturn_pls1,id,Area_Type,area_text,display_level,selectable,sort_sequence,FIPS_code
2567,LAUCN482990000000003,CN4829900000000,4.096,4.3,2015M04,2015M06_3moAve,2015M06_3moAve,78,5.096,2014M06_3moAve,66,3876,F,"Llano County, TX",0,T,6856,CN4829900000000
2568,LAUCN483010000000003,CN4830100000000,7.608,4.3,2009M01,2009M01_3moAve,2009M01_3moAve,1,8.608,2009M05_3moAve,5,3877,F,"Loving County, TX",0,T,6857,CN4830100000000
2569,LAUCN483030000000003,CN4830300000000,3.62,3.8,2014M04,2014M11_3moAve,2014M11_3moAve,71,4.62,2009M05_3moAve,5,3878,F,"Lubbock County, TX",0,T,6858,CN4830300000000
2570,LAUCN483050000000003,CN4830500000000,4.74,4.3,2013M10,2009M01_3moAve,2009M01_3moAve,1,5.74,2009M05_3moAve,5,3879,F,"Lynn County, TX",0,T,6859,CN4830500000000
2571,LAUCN483070000000003,CN4830700000000,3.852,5.2,2014M11,2014M11_3moAve,2014M11_3moAve,71,4.852,2013M04_3moAve,52,3880,F,"McCulloch County, TX",0,T,6860,CN4830700000000
2572,LAUCN483090000000003,CN4830900000000,4.324,4.5,2014M12,2015M01_3moAve,2015M01_3moAve,73,5.324,2014M04_3moAve,64,3881,F,"McLennan County, TX",0,T,6861,CN4830900000000
2573,LAUCN483110000000003,CN4831100000000,5.172,1.4,2010M01,2010M02_3moAve,2010M02_3moAve,14,6.172,2010M01_3moAve,13,3882,F,"McMullen County, TX",0,T,6862,CN4831100000000
2574,LAUCN483130000000003,CN4831300000000,4.864,4.4,2014M04,2014M05_3moAve,2014M05_3moAve,65,5.864,2013M12_3moAve,60,3883,F,"Madison County, TX",0,T,6863,CN4831300000000
2575,LAUCN483150000000003,CN4831500000000,4.756,7.0,,,0,-24108,5.756,2014M11_3moAve,71,3884,F,"Marion County, TX",0,T,6864,CN4831500000000
2576,LAUCN483170000000003,CN4831700000000,3.52,3.7,2013M12,2014M04_3moAve,2014M04_3moAve,64,4.52,2009M05_3moAve,5,3885,F,"Martin County, TX",0,T,6865,CN4831700000000
2577,LAUCN483190000000003,CN4831900000000,2.84,4.2,,,0,-24108,3.84,2015M04_3moAve,76,3886,F,"Mason County, TX",0,T,6866,CN4831900000000
2578,LAUCN483210000000003,CN4832100000000,6.264,7.4,,,0,-24108,7.264,2014M11_3moAve,71,3887,F,"Matagorda County, TX",0,T,6867,CN4832100000000
2579,LAUCN483230000000003,CN4832300000000,10.912,10.5,2012M09,2014M07_3moAve,2014M07_3moAve,67,11.912,2012M09_3moAve,45,3888,F,"Maverick County, TX",0,T,6868,CN4832300000000
2580,LAUCN483250000000003,CN4832500000000,4.556,4.4,2014M09,2014M11_3moAve,2014M11_3moAve,71,5.556,2013M12_3moAve,60,3889,F,"Medina County, TX",0,T,6869,CN4832500000000
2581,LAUCN483270000000003,CN4832700000000,3.884,5.3,,,0,-24108,4.884,2014M04_3moAve,64,3890,F,"Menard County, TX",0,T,6870,CN4832700000000
2582,LAUCN483290000000003,CN4832900000000,2.844,3.3,2014M04,2014M05_3moAve,2014M05_3moAve,65,3.844,2012M05_3moAve,41,3891,F,"Midland County, TX",0,T,6871,CN4832900000000
2583,LAUCN483310000000003,CN4833100000000,4.74,5.5,2015M04,,0,-24108,5.74,2014M12_3moAve,72,3892,F,"Milam County, TX",0,T,6872,CN4833100000000
2584,LAUCN483330000000003,CN4833300000000,3.736,3.7,2014M12,2014M12_3moAve,2014M12_3moAve,72,4.736,2014M04_3moAve,64,3893,F,"Mills County, TX",0,T,6873,CN4833300000000
2585,LAUCN483350000000003,CN4833500000000,5.26,6.0,2012M10,2012M11_3moAve,2012M11_3moAve,47,6.26,2012M04_3moAve,40,3894,F,"Mitchell County, TX",0,T,6874,CN4833500000000
2586,LAUCN483370000000003,CN4833700000000,3.504,4.2,2014M10,2014M11_3moAve,2014M11_3moAve,71,4.504,2013M12_3moAve,60,3895,F,"Montague County, TX",0,T,6875,CN4833700000000
2587,LAUCN483390000000003,CN4833900000000,3.996,4.4,2014M11,2014M12_3moAve,2014M12_3moAve,72,4.996,2013M12_3moAve,60,3896,F,"Montgomery County, TX",0,T,6876,CN4833900000000
2588,LAUCN483410000000003,CN4834100000000,2.98,3.3,2014M12,,0,-24108,3.98,2009M05_3moAve,5,3897,F,"Moore County, TX",0,T,6877,CN4834100000000
2589,LAUCN483430000000003,CN4834300000000,5.552,9.1,,,0,-24108,6.552,,-24108,3898,F,"Morris County, TX",0,T,6878,CN4834300000000
2590,LAUCN483450000000003,CN4834500000000,4.116,3.8,2009M04,2014M10_3moAve,2014M10_3moAve,70,5.116,2009M05_3moAve,5,3899,F,"Motley County, TX",0,T,6879,CN4834500000000
2591,LAUCN483470000000003,CN4834700000000,4.192,5.4,2014M12,,0,-24108,5.192,2014M11_3moAve,71,3900,F,"Nacogdoches County, TX",0,T,6880,CN4834700000000
2592,LAUCN483490000000003,CN4834900000000,5.136,4.5,2013M12,2014M10_3moAve,2014M10_3moAve,70,6.136,2013M10_3moAve,58,3901,F,"Navarro County, TX",0,T,6881,CN4834900000000
2593,LAUCN483510000000003,CN4835100000000,6.828,7.4,2014M10,2015M04_3moAve,2015M04_3moAve,76,7.828,2014M10_3moAve,70,3902,F,"Newton County, TX",0,T,6882,CN4835100000000
2594,LAUCN483530000000003,CN4835300000000,3.74,4.2,2014M12,2014M12_3moAve,2014M12_3moAve,72,4.74,2014M01_3moAve,61,3903,F,"Nolan County, TX",0,T,6883,CN4835300000000
2595,LAUCN483550000000003,CN4835500000000,4.348,4.9,2014M12,2015M04_3moAve,2015M04_3moAve,76,5.348,2014M04_3moAve,64,3904,F,"Nueces County, TX",0,T,6884,CN4835500000000
2596,LAUCN483570000000003,CN4835700000000,2.664,4.0,2014M11,2014M12_3moAve,2014M12_3moAve,72,3.664,2012M11_3moAve,47,3905,F,"Ochiltree County, TX",0,T,6885,CN4835700000000
2597,LAUCN483590000000003,CN4835900000000,4.144,3.0,2010M10,2011M10_3moAve,2011M10_3moAve,34,5.144,2009M05_3moAve,5,3906,F,"Oldham County, TX",0,T,6886,CN4835900000000
2598,LAUCN483610000000003,CN4836100000000,5.736,6.4,2015M04,,0,-24108,6.736,2014M12_3moAve,72,3907,F,"Orange County, TX",0,T,6887,CN4836100000000
2599,LAUCN483630000000003,CN4836300000000,3.872,5.2,,,0,-24108,4.872,2014M10_3moAve,70,3908,F,"Palo Pinto County, TX",0,T,6888,CN4836300000000
2600,LAUCN483650000000003,CN4836500000000,3.808,5.1,,,0,-24108,4.808,2014M10_3moAve,70,3909,F,"Panola County, TX",0,T,6889,CN4836500000000
2601,LAUCN483670000000003,CN4836700000000,4.168,4.3,2014M10,2014M11_3moAve,2014M11_3moAve,71,5.168,2013M11_3moAve,59,3910,F,"Parker County, TX",0,T,6890,CN4836700000000
2602,LAUCN483690000000003,CN4836900000000,3.228,2.7,2014M04,2014M04_3moAve,2014M04_3moAve,64,4.228,2009M05_3moAve,5,3911,F,"Parmer County, TX",0,T,6891,CN4836900000000
2603,LAUCN483710000000003,CN4837100000000,4.292,5.5,2014M04,2014M04_3moAve,2014M04_3moAve,64,5.292,2011M12_3moAve,36,3912,F,"Pecos County, TX",0,T,6892,CN4837100000000
2604,LAUCN483730000000003,CN4837300000000,5.972,6.3,2014M10,2014M11_3moAve,2014M11_3moAve,71,6.972,2014M01_3moAve,61,3913,F,"Polk County, TX",0,T,6893,CN4837300000000
2605,LAUCN483750000000003,CN4837500000000,3.888,3.6,2014M04,2014M10_3moAve,2014M10_3moAve,70,4.888,2012M12_3moAve,48,3914,F,"Potter County, TX",0,T,6894,CN4837500000000
2606,LAUCN483770000000003,CN4837700000000,9.548,11.4,2015M04,2015M04_3moAve,2015M04_3moAve,76,10.548,2014M11_3moAve,71,3915,F,"Presidio County, TX",0,T,6895,CN4837700000000
2607,LAUCN483790000000003,CN4837900000000,4.612,4.6,2014M04,2014M12_3moAve,2014M12_3moAve,72,5.612,2013M12_3moAve,60,3916,F,"Rains County, TX",0,T,6896,CN4837900000000
2608,LAUCN483810000000003,CN4838100000000,3.0,3.2,2014M12,2014M12_3moAve,2014M12_3moAve,72,4.0,2009M05_3moAve,5,3917,F,"Randall County, TX",0,T,6897,CN4838100000000
2609,LAUCN483830000000003,CN4838300000000,2.04,4.1,,,0,-24108,3.04,2014M10_3moAve,70,3918,F,"Reagan County, TX",0,T,6898,CN4838300000000
2610,LAUCN483850000000003,CN4838500000000,3.804,5.1,,,0,-24108,4.804,,-24108,3919,F,"Real County, TX",0,T,6899,CN4838500000000
2611,LAUCN483870000000003,CN4838700000000,5.644,6.4,,,0,-24108,6.644,2014M12_3moAve,72,3920,F,"Red River County, TX",0,T,6900,CN4838700000000
2612,LAUCN483890000000003,CN4838900000000,5.428,4.8,2013M11,2013M12_3moAve,2013M12_3moAve,60,6.428,2012M11_3moAve,47,3921,F,"Reeves County, TX",0,T,6901,CN4838900000000
2613,LAUCN483910000000003,CN4839100000000,3.76,5.0,2014M12,,0,-24108,4.76,2013M12_3moAve,60,3922,F,"Refugio County, TX",0,T,6902,CN4839100000000
2614,LAUCN483930000000003,CN4839300000000,2.368,4.1,,,0,-24108,3.368,2014M08_3moAve,68,3923,F,"Roberts County, TX",0,T,6903,CN4839300000000
2615,LAUCN483950000000003,CN4839500000000,4.964,5.4,2014M04,2014M11_3moAve,2014M11_3moAve,71,5.964,2013M12_3moAve,60,3924,F,"Robertson County, TX",0,T,6904,CN4839500000000
2616,LAUCN483970000000003,CN4839700000000,4.16,3.9,2014M04,2014M11_3moAve,2014M11_3moAve,71,5.16,2013M12_3moAve,60,3925,F,"Rockwall County, TX",0,T,6905,CN4839700000000
2617,LAUCN483990000000003,CN4839900000000,4.524,3.6,2013M11,2013M12_3moAve,2013M12_3moAve,60,5.524,2012M05_3moAve,41,3926,F,"Runnels County, TX",0,T,6906,CN4839900000000
2618,LAUCN484010000000003,CN4840100000000,4.176,5.0,2014M12,2014M12_3moAve,2014M12_3moAve,72,5.176,2014M05_3moAve,65,3927,F,"Rusk County, TX",0,T,6907,CN4840100000000
2619,LAUCN484030000000003,CN4840300000000,8.412,9.0,2015M04,,0,-24108,9.412,2015M03_3moAve,75,3928,F,"Sabine County, TX",0,T,6908,CN4840300000000
2620,LAUCN484050000000003,CN4840500000000,5.74,9.4,,,0,-24108,6.74,,-24108,3929,F,"San Augustine County, TX",0,T,6909,CN4840500000000
2621,LAUCN484070000000003,CN4840700000000,5.412,5.8,2014M04,2014M11_3moAve,2014M11_3moAve,71,6.412,2014M02_3moAve,62,3930,F,"San Jacinto County, TX",0,T,6910,CN4840700000000
2622,LAUCN484090000000003,CN4840900000000,5.056,6.3,,,0,-24108,6.056,2014M05_3moAve,65,3931,F,"San Patricio County, TX",0,T,6911,CN4840900000000
2623,LAUCN484110000000003,CN4841100000000,5.028,4.3,2013M11,2013M12_3moAve,2013M12_3moAve,60,6.028,2009M05_3moAve,5,3932,F,"San Saba County, TX",0,T,6912,CN4841100000000
2624,LAUCN484130000000003,CN4841300000000,3.408,4.5,2012M12,2013M03_3moAve,2013M03_3moAve,51,4.408,2011M12_3moAve,36,3933,F,"Schleicher County, TX",0,T,6913,CN4841300000000
2625,LAUCN484150000000003,CN4841500000000,3.864,4.3,2012M10,2012M11_3moAve,2012M11_3moAve,47,4.864,2011M12_3moAve,36,3934,F,"Scurry County, TX",0,T,6914,CN4841500000000
2626,LAUCN484170000000003,CN4841700000000,2.584,2.5,2014M04,2014M10_3moAve,2014M10_3moAve,70,3.584,2009M05_3moAve,5,3935,F,"Shackelford County, TX",0,T,6915,CN4841700000000
2627,LAUCN484190000000003,CN4841900000000,4.452,5.6,,,0,-24108,5.452,2014M11_3moAve,71,3936,F,"Shelby County, TX",0,T,6916,CN4841900000000
2628,LAUCN484210000000003,CN4842100000000,3.564,3.2,2009M04,2009M05_3moAve,2009M05_3moAve,5,4.564,2009M05_3moAve,5,3937,F,"Sherman County, TX",0,T,6917,CN4842100000000
2629,LAUCN484230000000003,CN4842300000000,4.468,4.8,2014M12,2014M12_3moAve,2014M12_3moAve,72,5.468,2014M05_3moAve,65,3938,F,"Smith County, TX",0,T,6918,CN4842300000000
2630,LAUCN484250000000003,CN4842500000000,4.412,5.2,2014M04,2015M04_3moAve,2015M04_3moAve,76,5.412,2013M12_3moAve,60,3939,F,"Somervell County, TX",0,T,6919,CN4842500000000
2631,LAUCN484270000000003,CN4842700000000,10.876,13.4,,,0,-24108,11.876,2014M11_3moAve,71,3940,F,"Starr County, TX",0,T,6920,CN4842700000000
2632,LAUCN484290000000003,CN4842900000000,3.552,4.2,,,0,-24108,4.552,2013M12_3moAve,60,3941,F,"Stephens County, TX",0,T,6921,CN4842900000000
2633,LAUCN484310000000003,CN4843100000000,2.852,2.7,2014M04,2014M05_3moAve,2014M05_3moAve,65,3.852,2009M05_3moAve,5,3942,F,"Sterling County, TX",0,T,6922,CN4843100000000
2634,LAUCN484330000000003,CN4843300000000,3.22,3.7,,,0,-24108,4.22,2009M05_3moAve,5,3943,F,"Stonewall County, TX",0,T,6923,CN4843300000000
2635,LAUCN484350000000003,CN4843500000000,2.032,5.1,,,0,-24108,3.032,,-24108,3944,F,"Sutton County, TX",0,T,6924,CN4843500000000
2636,LAUCN484370000000003,CN4843700000000,4.328,5.0,2009M04,,0,-24108,5.328,2009M05_3moAve,5,3945,F,"Swisher County, TX",0,T,6925,CN4843700000000
2637,LAUCN484390000000003,CN4843900000000,4.488,4.2,2014M11,2014M12_3moAve,2014M12_3moAve,72,5.488,2013M12_3moAve,60,3946,F,"Tarrant County, TX",0,T,6926,CN4843900000000
2638,LAUCN484410000000003,CN4844100000000,3.524,3.8,2014M12,2015M04_3moAve,2015M04_3moAve,76,4.524,2014M04_3moAve,64,3947,F,"Taylor County, TX",0,T,6927,CN4844100000000
2639,LAUCN484430000000003,CN4844300000000,5.78,4.7,2010M05,2011M11_3moAve,2011M11_3moAve,35,6.78,2010M04_3moAve,16,3948,F,"Terrell County, TX",0,T,6928,CN4844300000000
2640,LAUCN484450000000003,CN4844500000000,4.364,4.9,2014M04,2014M05_3moAve,2014M05_3moAve,65,5.364,2013M11_3moAve,59,3949,F,"Terry County, TX",0,T,6929,CN4844500000000
2641,LAUCN484470000000003,CN4844700000000,3.572,3.3,2014M10,2009M01_3moAve,2009M01_3moAve,1,4.572,2014M01_3moAve,61,3950,F,"Throckmorton County, TX",0,T,6930,CN4844700000000
2642,LAUCN484490000000003,CN4844900000000,3.964,6.4,,,0,-24108,4.964,,-24108,3951,F,"Titus County, TX",0,T,6931,CN4844900000000
2643,LAUCN484510000000003,CN4845100000000,3.856,4.3,2014M04,2014M11_3moAve,2014M11_3moAve,71,4.856,2012M12_3moAve,48,3952,F,"Tom Green County, TX",0,T,6932,CN4845100000000
2644,LAUCN484530000000003,CN4845300000000,3.876,3.3,2014M04,2014M11_3moAve,2014M11_3moAve,71,4.876,2013M11_3moAve,59,3953,F,"Travis County, TX",0,T,6933,CN4845300000000
2645,LAUCN484550000000003,CN4845500000000,5.056,6.2,,,0,-24108,6.056,2014M05_3moAve,65,3954,F,"Trinity County, TX",0,T,6934,CN4845500000000
2646,LAUCN484570000000003,CN4845700000000,5.668,7.0,,,0,-24108,6.668,2015M04_3moAve,76,3955,F,"Tyler County, TX",0,T,6935,CN4845700000000
2647,LAUCN484590000000003,CN4845900000000,4.088,5.5,2014M12,,0,-24108,5.088,2014M10_3moAve,70,3956,F,"Upshur County, TX",0,T,6936,CN4845900000000
2648,LAUCN484610000000003,CN4846100000000,3.048,3.1,2014M04,2014M11_3moAve,2014M11_3moAve,71,4.048,2012M05_3moAve,41,3957,F,"Upton County, TX",0,T,6937,CN4846100000000
2649,LAUCN484630000000003,CN4846300000000,5.436,5.4,2014M04,2014M11_3moAve,2014M11_3moAve,71,6.436,2013M11_3moAve,59,3958,F,"Uvalde County, TX",0,T,6938,CN4846300000000
2650,LAUCN484650000000003,CN4846500000000,5.56,6.3,2014M04,2014M10_3moAve,2014M10_3moAve,70,6.56,2013M12_3moAve,60,3959,F,"Val Verde County, TX",0,T,6939,CN4846500000000
2651,LAUCN484670000000003,CN4846700000000,4.088,4.8,,,0,-24108,5.088,2014M10_3moAve,70,3960,F,"Van Zandt County, TX",0,T,6940,CN4846700000000
2652,LAUCN484690000000003,CN4846900000000,3.584,4.3,2014M11,2014M12_3moAve,2014M12_3moAve,72,4.584,2014M04_3moAve,64,3961,F,"Victoria County, TX",0,T,6941,CN4846900000000
2653,LAUCN484710000000003,CN4847100000000,4.912,5.4,2014M04,2014M11_3moAve,2014M11_3moAve,71,5.912,2009M05_3moAve,5,3962,F,"Walker County, TX",0,T,6942,CN4847100000000
2654,LAUCN484730000000003,CN4847300000000,4.696,5.3,2014M04,2014M11_3moAve,2014M11_3moAve,71,5.696,2013M12_3moAve,60,3963,F,"Waller County, TX",0,T,6943,CN4847300000000
2655,LAUCN484750000000003,CN4847500000000,3.76,4.2,2014M03,2014M03_3moAve,2014M03_3moAve,63,4.76,2012M05_3moAve,41,3964,F,"Ward County, TX",0,T,6944,CN4847500000000
2656,LAUCN484770000000003,CN4847700000000,3.78,5.5,2014M12,2015M04_3moAve,2015M04_3moAve,76,4.78,2014M01_3moAve,61,3965,F,"Washington County, TX",0,T,6945,CN4847700000000
2657,LAUCN484790000000003,CN4847900000000,4.96,5.0,2014M04,2014M10_3moAve,2014M10_3moAve,70,5.96,2012M11_3moAve,47,3966,F,"Webb County, TX",0,T,6946,CN4847900000000
2658,LAUCN484810000000003,CN4848100000000,4.224,4.8,2014M10,2014M11_3moAve,2014M11_3moAve,71,5.224,2014M02_3moAve,62,3967,F,"Wharton County, TX",0,T,6947,CN4848100000000
2659,LAUCN484830000000003,CN4848300000000,2.444,4.0,,,0,-24108,3.444,2014M10_3moAve,70,3968,F,"Wheeler County, TX",0,T,6948,CN4848300000000
2660,LAUCN484850000000003,CN4848500000000,4.484,4.6,2014M04,2014M12_3moAve,2014M12_3moAve,72,5.484,2013M11_3moAve,59,3969,F,"Wichita County, TX",0,T,6949,CN4848500000000
2661,LAUCN484870000000003,CN4848700000000,3.436,5.4,,,0,-24108,4.436,2009M05_3moAve,5,3970,F,"Wilbarger County, TX",0,T,6950,CN4848700000000
2662,LAUCN484890000000003,CN4848900000000,8.408,13.0,,,0,-24108,9.408,,-24108,3971,F,"Willacy County, TX",0,T,6951,CN4848900000000
2663,LAUCN484910000000003,CN4849100000000,4.048,3.5,2014M04,2014M11_3moAve,2014M11_3moAve,71,5.048,2013M11_3moAve,59,3972,F,"Williamson County, TX",0,T,6952,CN4849100000000
2664,LAUCN484930000000003,CN4849300000000,4.3,4.0,2014M04,2014M04_3moAve,2014M04_3moAve,64,5.3,2012M11_3moAve,47,3973,F,"Wilson County, TX",0,T,6953,CN4849300000000
2665,LAUCN484950000000003,CN4849500000000,3.412,5.5,2014M12,,0,-24108,4.412,2014M05_3moAve,65,3974,F,"Winkler County, TX",0,T,6954,CN4849500000000
2666,LAUCN484970000000003,CN4849700000000,4.212,4.9,2014M10,2014M12_3moAve,2014M12_3moAve,72,5.212,2014M04_3moAve,64,3975,F,"Wise County, TX",0,T,6955,CN4849700000000
2667,LAUCN484990000000003,CN4849900000000,4.728,5.6,,,0,-24108,5.728,2014M11_3moAve,71,3976,F,"Wood County, TX",0,T,6956,CN4849900000000
2668,LAUCN485010000000003,CN4850100000000,3.124,3.7,2014M04,2014M04_3moAve,2014M04_3moAve,64,4.124,2012M04_3moAve,40,3977,F,"Yoakum County, TX",0,T,6957,CN4850100000000
2669,LAUCN485030000000003,CN4850300000000,3.304,4.3,2014M12,,0,-24108,4.304,2014M04_3moAve,64,3978,F,"Young County, TX",0,T,6958,CN4850300000000
2670,LAUCN485050000000003,CN4850500000000,5.364,7.5,2014M04,2014M05_3moAve,2014M05_3moAve,65,6.364,2012M05_3moAve,41,3979,F,"Zapata County, TX",0,T,6959,CN4850500000000
2671,LAUCN485070000000003,CN4850700000000,10.544,12.9,2014M10,2014M12_3moAve,2014M12_3moAve,72,11.544,2014M11_3moAve,71,3980,F,"Zavala County, TX",0,T,6960,CN4850700000000
2672,LAUCN490010000000003,CN4900100000000,2.98,4.0,,,0,-24108,3.98,2014M05_3moAve,65,3981,F,"Beaver County, UT",0,T,7173,CN4900100000000
2673,LAUCN490030000000003,CN4900300000000,3.316,4.0,2014M04,2014M12_3moAve,2014M12_3moAve,72,4.316,2013M11_3moAve,59,3982,F,"Box Elder County, UT",0,T,7174,CN4900300000000
2674,LAUCN490050000000003,CN4900500000000,2.392,3.6,,,0,-24108,3.392,2013M11_3moAve,59,3983,F,"Cache County, UT",0,T,7175,CN4900500000000
2675,LAUCN490070000000003,CN4900700000000,3.968,6.6,,,0,-24108,4.968,2014M06_3moAve,66,3984,F,"Carbon County, UT",0,T,7176,CN4900700000000
2676,LAUCN490090000000003,CN4900900000000,3.932,3.6,2009M07,2009M08_3moAve,2009M08_3moAve,8,4.932,2009M06_3moAve,6,3985,F,"Daggett County, UT",0,T,7177,CN4900900000000
2677,LAUCN490110000000003,CN4901100000000,2.932,3.8,,,0,-24108,3.932,2013M11_3moAve,59,3986,F,"Davis County, UT",0,T,7178,CN4901100000000
2678,LAUCN490130000000003,CN4901300000000,2.444,7.7,,,0,-24108,3.444,2014M11_3moAve,71,3987,F,"Duchesne County, UT",0,T,7179,CN4901300000000
2679,LAUCN490150000000003,CN4901500000000,3.568,6.5,,,0,-24108,4.568,2014M11_3moAve,71,3988,F,"Emery County, UT",0,T,7180,CN4901500000000
2680,LAUCN490170000000003,CN4901700000000,5.64,5.7,2014M06,2014M09_3moAve,2014M09_3moAve,69,6.64,2009M09_3moAve,9,3989,F,"Garfield County, UT",0,T,7181,CN4901700000000
2681,LAUCN490190000000003,CN4901900000000,5.432,4.1,2013M05,2013M09_3moAve,2013M09_3moAve,57,6.432,2012M07_3moAve,43,3990,F,"Grand County, UT",0,T,7182,CN4901900000000
2682,LAUCN490210000000003,CN4902100000000,3.616,4.9,,,0,-24108,4.616,2014M05_3moAve,65,3991,F,"Iron County, UT",0,T,7183,CN4902100000000
2683,LAUCN490230000000003,CN4902300000000,4.244,3.9,2013M10,2013M11_3moAve,2013M11_3moAve,59,5.244,2012M11_3moAve,47,3992,F,"Juab County, UT",0,T,7184,CN4902300000000
2684,LAUCN490250000000003,CN4902500000000,3.696,3.7,2014M07,2014M07_3moAve,2014M07_3moAve,67,4.696,2013M07_3moAve,55,3993,F,"Kane County, UT",0,T,7185,CN4902500000000
2685,LAUCN490270000000003,CN4902700000000,2.908,3.5,,,0,-24108,3.908,2013M09_3moAve,57,3994,F,"Millard County, UT",0,T,7186,CN4902700000000
2686,LAUCN490290000000003,CN4902900000000,2.968,3.3,2014M04,2014M12_3moAve,2014M12_3moAve,72,3.968,2013M09_3moAve,57,3995,F,"Morgan County, UT",0,T,7187,CN4902900000000
2687,LAUCN490310000000003,CN4903100000000,2.58,6.0,,,0,-24108,3.58,,-24108,3996,F,"Piute County, UT",0,T,7188,CN4903100000000
2688,LAUCN490330000000003,CN4903300000000,2.388,3.0,,,0,-24108,3.388,2014M07_3moAve,67,3997,F,"Rich County, UT",0,T,7189,CN4903300000000
2689,LAUCN490350000000003,CN4903500000000,2.936,3.6,,,0,-24108,3.936,2013M11_3moAve,59,3998,F,"Salt Lake County, UT",0,T,7190,CN4903500000000
2690,LAUCN490370000000003,CN4903700000000,5.772,7.9,,,0,-24108,6.772,2014M10_3moAve,70,3999,F,"San Juan County, UT",0,T,7191,CN4903700000000
2691,LAUCN490390000000003,CN4903900000000,3.636,4.9,2014M11,2014M12_3moAve,2014M12_3moAve,72,4.636,2013M12_3moAve,60,4000,F,"Sanpete County, UT",0,T,7192,CN4903900000000
2692,LAUCN490410000000003,CN4904100000000,3.34,4.5,,,0,-24108,4.34,2014M06_3moAve,66,4001,F,"Sevier County, UT",0,T,7193,CN4904100000000
2693,LAUCN490430000000003,CN4904300000000,2.88,3.4,2014M12,2015M01_3moAve,2015M01_3moAve,73,3.88,2013M12_3moAve,60,4002,F,"Summit County, UT",0,T,7194,CN4904300000000
2694,LAUCN490450000000003,CN4904500000000,3.296,4.4,,,0,-24108,4.296,2014M11_3moAve,71,4003,F,"Tooele County, UT",0,T,7195,CN4904500000000
2695,LAUCN490470000000003,CN4904700000000,2.18,7.1,,,0,-24108,3.18,2014M11_3moAve,71,4004,F,"Uintah County, UT",0,T,7196,CN4904700000000
2696,LAUCN490490000000003,CN4904900000000,2.944,3.6,2014M11,2014M12_3moAve,2014M12_3moAve,72,3.944,2013M11_3moAve,59,4005,F,"Utah County, UT",0,T,7197,CN4904900000000
2697,LAUCN490510000000003,CN4905100000000,3.1,3.6,2014M12,2014M12_3moAve,2014M12_3moAve,72,4.1,2013M12_3moAve,60,4006,F,"Wasatch County, UT",0,T,7198,CN4905100000000
2698,LAUCN490530000000003,CN4905300000000,3.7,4.4,2015M04,,0,-24108,4.7,2013M11_3moAve,59,4007,F,"Washington County, UT",0,T,7199,CN4905300000000
2699,LAUCN490550000000003,CN4905500000000,4.828,6.3,,,0,-24108,5.828,2009M08_3moAve,8,4008,F,"Wayne County, UT",0,T,7200,CN4905500000000
2700,LAUCN490570000000003,CN4905700000000,3.616,4.3,2014M11,,0,-24108,4.616,2014M01_3moAve,61,4009,F,"Weber County, UT",0,T,7201,CN4905700000000
2701,LAUCN500010000000003,CN5000100000000,4.128,3.5,2012M10,2012M10_3moAve,2012M10_3moAve,46,5.128,2010M10_3moAve,22,4010,F,"Addison County, VT",0,T,7241,CN5000100000000
2702,LAUCN500030000000003,CN5000300000000,4.42,4.5,2013M10,2015M05_3moAve,2015M05_3moAve,77,5.42,2012M10_3moAve,46,4011,F,"Bennington County, VT",0,T,7242,CN5000300000000
2703,LAUCN500050000000003,CN5000500000000,4.812,4.5,2013M09,2013M10_3moAve,2013M10_3moAve,58,5.812,2011M07_3moAve,31,4012,F,"Caledonia County, VT",0,T,7243,CN5000500000000
2704,LAUCN500070000000003,CN5000700000000,3.668,2.9,2011M10,2011M12_3moAve,2011M12_3moAve,36,4.668,2010M10_3moAve,22,4013,F,"Chittenden County, VT",0,T,7244,CN5000700000000
2705,LAUCN500090000000003,CN5000900000000,5.712,6.0,2014M05,,0,-24108,6.712,2013M07_3moAve,55,4014,F,"Essex County, VT",0,T,7245,CN5000900000000
2706,LAUCN500110000000003,CN5001100000000,4.612,3.6,2011M10,2012M06_3moAve,2012M06_3moAve,42,5.612,2010M06_3moAve,18,4015,F,"Franklin County, VT",0,T,7246,CN5001100000000
2707,LAUCN500130000000003,CN5001300000000,5.732,3.7,2010M09,2010M10_3moAve,2010M10_3moAve,22,6.732,2009M10_3moAve,10,4016,F,"Grand Isle County, VT",0,T,7247,CN5001300000000
2708,LAUCN500150000000003,CN5001500000000,5.092,3.8,2012M10,2013M08_3moAve,2013M08_3moAve,56,6.092,2011M09_3moAve,33,4017,F,"Lamoille County, VT",0,T,7248,CN5001500000000
2709,LAUCN500170000000003,CN5001700000000,4.06,3.3,2012M10,2013M06_3moAve,2013M06_3moAve,54,5.06,2011M08_3moAve,32,4018,F,"Orange County, VT",0,T,7249,CN5001700000000
2710,LAUCN500190000000003,CN5001900000000,6.512,4.8,2012M10,2013M07_3moAve,2013M07_3moAve,55,7.512,2010M10_3moAve,22,4019,F,"Orleans County, VT",0,T,7250,CN5001900000000
