id,Area_Type,FIPS,area_text,display_level,selectable,sort_sequence
2591,F,CN2714700000000,"Steele County, MN",0,T,4007
2592,F,CN2714900000000,"Stevens County, MN",0,T,4008
2593,F,CN2715100000000,"Swift County, MN",0,T,4009
2594,F,CN2715300000000,"Todd County, MN",0,T,4010
2595,F,CN2715500000000,"Traverse County, MN",0,T,4011
2596,F,CN2715700000000,"Wabasha County, MN",0,T,4012
2597,F,CN2715900000000,"Wadena County, MN",0,T,4013
2598,F,CN2716100000000,"Waseca County, MN",0,T,4014
2599,F,CN2716300000000,"Washington County, MN",0,T,4015
2600,F,CN2716500000000,"Watonwan County, MN",0,T,4016
2601,F,CN2716700000000,"Wilkin County, MN",0,T,4017
2602,F,CN2716900000000,"Winona County, MN",0,T,4018
2603,F,CN2717100000000,"Wright County, MN",0,T,4019
2604,F,CN2717300000000,"Yellow Medicine County, MN",0,T,4020
2605,F,CN2800100000000,"Adams County, MS",0,T,4097
2606,F,CN2800300000000,"Alcorn County, MS",0,T,4098
2607,F,CN2800500000000,"Amite County, MS",0,T,4099
2608,F,CN2800700000000,"Attala County, MS",0,T,4100
2609,F,CN2800900000000,"Benton County, MS",0,T,4101
2610,F,CN2801100000000,"Bolivar County, MS",0,T,4102
2611,F,CN2801300000000,"Calhoun County, MS",0,T,4103
2612,F,CN2801500000000,"Carroll County, MS",0,T,4104
2613,F,CN2801700000000,"Chickasaw County, MS",0,T,4105
2614,F,CN2801900000000,"Choctaw County, MS",0,T,4106
2615,F,CN2802100000000,"Claiborne County, MS",0,T,4107
2616,F,CN2802300000000,"Clarke County, MS",0,T,4108
2617,F,CN2802500000000,"Clay County, MS",0,T,4109
2618,F,CN2802700000000,"Coahoma County, MS",0,T,4110
2619,F,CN2802900000000,"Copiah County, MS",0,T,4111
2620,F,CN2803100000000,"Covington County, MS",0,T,4112
2621,F,CN2803300000000,"DeSoto County, MS",0,T,4113
2622,F,CN2803500000000,"Forrest County, MS",0,T,4114
2623,F,CN2803700000000,"Franklin County, MS",0,T,4115
2624,F,CN2803900000000,"George County, MS",0,T,4116
2625,F,CN2804100000000,"Greene County, MS",0,T,4117
2626,F,CN2804300000000,"Grenada County, MS",0,T,4118
2627,F,CN2804500000000,"Hancock County, MS",0,T,4119
2628,F,CN2804700000000,"Harrison County, MS",0,T,4120
2629,F,CN2804900000000,"Hinds County, MS",0,T,4121
2630,F,CN2805100000000,"Holmes County, MS",0,T,4122
2631,F,CN2805300000000,"Humphreys County, MS",0,T,4123
2632,F,CN2805500000000,"Issaquena County, MS",0,T,4124
2633,F,CN2805700000000,"Itawamba County, MS",0,T,4125
2634,F,CN2805900000000,"Jackson County, MS",0,T,4126
2635,F,CN2806100000000,"Jasper County, MS",0,T,4127
2636,F,CN2806300000000,"Jefferson County, MS",0,T,4128
2637,F,CN2806500000000,"Jefferson Davis County, MS",0,T,4129
2638,F,CN2806700000000,"Jones County, MS",0,T,4130
2639,F,CN2806900000000,"Kemper County, MS",0,T,4131
2640,F,CN2807100000000,"Lafayette County, MS",0,T,4132
2641,F,CN2807300000000,"Lamar County, MS",0,T,4133
2642,F,CN2807500000000,"Lauderdale County, MS",0,T,4134
2643,F,CN2807700000000,"Lawrence County, MS",0,T,4135
2644,F,CN2807900000000,"Leake County, MS",0,T,4136
2645,F,CN2808100000000,"Lee County, MS",0,T,4137
2646,F,CN2808300000000,"Leflore County, MS",0,T,4138
2647,F,CN2808500000000,"Lincoln County, MS",0,T,4139
2648,F,CN2808700000000,"Lowndes County, MS",0,T,4140
2649,F,CN2808900000000,"Madison County, MS",0,T,4141
2650,F,CN2809100000000,"Marion County, MS",0,T,4142
2651,F,CN2809300000000,"Marshall County, MS",0,T,4143
2652,F,CN2809500000000,"Monroe County, MS",0,T,4144
2653,F,CN2809700000000,"Montgomery County, MS",0,T,4145
2654,F,CN2809900000000,"Neshoba County, MS",0,T,4146
2655,F,CN2810100000000,"Newton County, MS",0,T,4147
2656,F,CN2810300000000,"Noxubee County, MS",0,T,4148
2657,F,CN2810500000000,"Oktibbeha County, MS",0,T,4149
2658,F,CN2810700000000,"Panola County, MS",0,T,4150
2659,F,CN2810900000000,"Pearl River County, MS",0,T,4151
2660,F,CN2811100000000,"Perry County, MS",0,T,4152
2661,F,CN2811300000000,"Pike County, MS",0,T,4153
2662,F,CN2811500000000,"Pontotoc County, MS",0,T,4154
2663,F,CN2811700000000,"Prentiss County, MS",0,T,4155
2664,F,CN2811900000000,"Quitman County, MS",0,T,4156
2665,F,CN2812100000000,"Rankin County, MS",0,T,4157
2666,F,CN2812300000000,"Scott County, MS",0,T,4158
2667,F,CN2812500000000,"Sharkey County, MS",0,T,4159
2668,F,CN2812700000000,"Simpson County, MS",0,T,4160
2669,F,CN2812900000000,"Smith County, MS",0,T,4161
2670,F,CN2813100000000,"Stone County, MS",0,T,4162
2671,F,CN2813300000000,"Sunflower County, MS",0,T,4163
2672,F,CN2813500000000,"Tallahatchie County, MS",0,T,4164
2673,F,CN2813700000000,"Tate County, MS",0,T,4165
2674,F,CN2813900000000,"Tippah County, MS",0,T,4166
2675,F,CN2814100000000,"Tishomingo County, MS",0,T,4167
2676,F,CN2814300000000,"Tunica County, MS",0,T,4168
2677,F,CN2814500000000,"Union County, MS",0,T,4169
2678,F,CN2814700000000,"Walthall County, MS",0,T,4170
2679,F,CN2814900000000,"Warren County, MS",0,T,4171
2680,F,CN2815100000000,"Washington County, MS",0,T,4172
2681,F,CN2815300000000,"Wayne County, MS",0,T,4173
2682,F,CN2815500000000,"Webster County, MS",0,T,4174
2683,F,CN2815700000000,"Wilkinson County, MS",0,T,4175
2684,F,CN2815900000000,"Winston County, MS",0,T,4176
2685,F,CN2816100000000,"Yalobusha County, MS",0,T,4177
2686,F,CN2816300000000,"Yazoo County, MS",0,T,4178
2687,F,CN2900100000000,"Adair County, MO",0,T,4234
2688,F,CN2900300000000,"Andrew County, MO",0,T,4235
2689,F,CN2900500000000,"Atchison County, MO",0,T,4236
2690,F,CN2900700000000,"Audrain County, MO",0,T,4237
2691,F,CN2900900000000,"Barry County, MO",0,T,4238
2692,F,CN2901100000000,"Barton County, MO",0,T,4239
2693,F,CN2901300000000,"Bates County, MO",0,T,4240
2694,F,CN2901500000000,"Benton County, MO",0,T,4241
2695,F,CN2901700000000,"Bollinger County, MO",0,T,4242
2696,F,CN2901900000000,"Boone County, MO",0,T,4243
2697,F,CN2902100000000,"Buchanan County, MO",0,T,4244
2698,F,CN2902300000000,"Butler County, MO",0,T,4245
2699,F,CN2902500000000,"Caldwell County, MO",0,T,4246
2700,F,CN2902700000000,"Callaway County, MO",0,T,4247
2701,F,CN2902900000000,"Camden County, MO",0,T,4248
2702,F,CN2903100000000,"Cape Girardeau County, MO",0,T,4249
2703,F,CN2903300000000,"Carroll County, MO",0,T,4250
2704,F,CN2903500000000,"Carter County, MO",0,T,4251
2705,F,CN2903700000000,"Cass County, MO",0,T,4252
2706,F,CN2903900000000,"Cedar County, MO",0,T,4253
2707,F,CN2904100000000,"Chariton County, MO",0,T,4254
2708,F,CN2904300000000,"Christian County, MO",0,T,4255
2709,F,CN2904500000000,"Clark County, MO",0,T,4256
2710,F,CN2904700000000,"Clay County, MO",0,T,4257
2711,F,CN2904900000000,"Clinton County, MO",0,T,4258
2712,F,CN2905100000000,"Cole County, MO",0,T,4259
2713,F,CN2905300000000,"Cooper County, MO",0,T,4260
2714,F,CN2905500000000,"Crawford County, MO",0,T,4261
2715,F,CN2905700000000,"Dade County, MO",0,T,4262
2716,F,CN2905900000000,"Dallas County, MO",0,T,4263
2717,F,CN2906100000000,"Daviess County, MO",0,T,4264
2718,F,CN2906300000000,"DeKalb County, MO",0,T,4265
2719,F,CN2906500000000,"Dent County, MO",0,T,4266
2720,F,CN2906700000000,"Douglas County, MO",0,T,4267
2721,F,CN2906900000000,"Dunklin County, MO",0,T,4268
2722,F,CN2907100000000,"Franklin County, MO",0,T,4269
2723,F,CN2907300000000,"Gasconade County, MO",0,T,4270
2724,F,CN2907500000000,"Gentry County, MO",0,T,4271
2725,F,CN2907700000000,"Greene County, MO",0,T,4272
2726,F,CN2907900000000,"Grundy County, MO",0,T,4273
2727,F,CN2908100000000,"Harrison County, MO",0,T,4274
2728,F,CN2908300000000,"Henry County, MO",0,T,4275
2729,F,CN2908500000000,"Hickory County, MO",0,T,4276
2730,F,CN2908700000000,"Holt County, MO",0,T,4277
2731,F,CN2908900000000,"Howard County, MO",0,T,4278
2732,F,CN2909100000000,"Howell County, MO",0,T,4279
2733,F,CN2909300000000,"Iron County, MO",0,T,4280
2734,F,CN2909500000000,"Jackson County, MO",0,T,4281
2735,F,CN2909700000000,"Jasper County, MO",0,T,4282
2736,F,CN2909900000000,"Jefferson County, MO",0,T,4283
2737,F,CN2910100000000,"Johnson County, MO",0,T,4284
2738,F,CN2910300000000,"Knox County, MO",0,T,4285
2739,F,CN2910500000000,"Laclede County, MO",0,T,4286
2740,F,CN2910700000000,"Lafayette County, MO",0,T,4287
2741,F,CN2910900000000,"Lawrence County, MO",0,T,4288
2742,F,CN2911100000000,"Lewis County, MO",0,T,4289
2743,F,CN2911300000000,"Lincoln County, MO",0,T,4290
2744,F,CN2911500000000,"Linn County, MO",0,T,4291
2745,F,CN2911700000000,"Livingston County, MO",0,T,4292
2746,F,CN2911900000000,"McDonald County, MO",0,T,4293
2747,F,CN2912100000000,"Macon County, MO",0,T,4294
2748,F,CN2912300000000,"Madison County, MO",0,T,4295
2749,F,CN2912500000000,"Maries County, MO",0,T,4296
2750,F,CN2912700000000,"Marion County, MO",0,T,4297
2751,F,CN2912900000000,"Mercer County, MO",0,T,4298
2752,F,CN2913100000000,"Miller County, MO",0,T,4299
2753,F,CN2913300000000,"Mississippi County, MO",0,T,4300
2754,F,CN2913500000000,"Moniteau County, MO",0,T,4301
2755,F,CN2913700000000,"Monroe County, MO",0,T,4302
2756,F,CN2913900000000,"Montgomery County, MO",0,T,4303
2757,F,CN2914100000000,"Morgan County, MO",0,T,4304
2758,F,CN2914300000000,"New Madrid County, MO",0,T,4305
2759,F,CN2914500000000,"Newton County, MO",0,T,4306
2760,F,CN2914700000000,"Nodaway County, MO",0,T,4307
2761,F,CN2914900000000,"Oregon County, MO",0,T,4308
2762,F,CN2915100000000,"Osage County, MO",0,T,4309
2763,F,CN2915300000000,"Ozark County, MO",0,T,4310
2764,F,CN2915500000000,"Pemiscot County, MO",0,T,4311
2765,F,CN2915700000000,"Perry County, MO",0,T,4312
2766,F,CN2915900000000,"Pettis County, MO",0,T,4313
2767,F,CN2916100000000,"Phelps County, MO",0,T,4314
2768,F,CN2916300000000,"Pike County, MO",0,T,4315
2769,F,CN2916500000000,"Platte County, MO",0,T,4316
2770,F,CN2916700000000,"Polk County, MO",0,T,4317
2771,F,CN2916900000000,"Pulaski County, MO",0,T,4318
2772,F,CN2917100000000,"Putnam County, MO",0,T,4319
2773,F,CN2917300000000,"Ralls County, MO",0,T,4320
2774,F,CN2917500000000,"Randolph County, MO",0,T,4321
2775,F,CN2917700000000,"Ray County, MO",0,T,4322
2776,F,CN2917900000000,"Reynolds County, MO",0,T,4323
2777,F,CN2918100000000,"Ripley County, MO",0,T,4324
2778,F,CN2918300000000,"St. Charles County, MO",0,T,4325
2779,F,CN2918500000000,"St. Clair County, MO",0,T,4326
2780,F,CN2918600000000,"Ste. Genevieve County, MO",0,T,4327
2781,F,CN2918700000000,"St. Francois County, MO",0,T,4328
2782,F,CN2918900000000,"St. Louis County, MO",0,T,4329
2783,F,CN2919500000000,"Saline County, MO",0,T,4330
2784,F,CN2919700000000,"Schuyler County, MO",0,T,4331
2785,F,CN2919900000000,"Scotland County, MO",0,T,4332
2786,F,CN2920100000000,"Scott County, MO",0,T,4333
2787,F,CN2920300000000,"Shannon County, MO",0,T,4334
2788,F,CN2920500000000,"Shelby County, MO",0,T,4335
2789,F,CN2920700000000,"Stoddard County, MO",0,T,4336
2790,F,CN2920900000000,"Stone County, MO",0,T,4337
2791,F,CN2921100000000,"Sullivan County, MO",0,T,4338
2792,F,CN2921300000000,"Taney County, MO",0,T,4339
2793,F,CN2921500000000,"Texas County, MO",0,T,4340
2794,F,CN2921700000000,"Vernon County, MO",0,T,4341
2795,F,CN2921900000000,"Warren County, MO",0,T,4342
2796,F,CN2922100000000,"Washington County, MO",0,T,4343
2797,F,CN2922300000000,"Wayne County, MO",0,T,4344
2798,F,CN2922500000000,"Webster County, MO",0,T,4345
2799,F,CN2922700000000,"Worth County, MO",0,T,4346
2800,F,CN2922900000000,"Wright County, MO",0,T,4347
2801,F,CN2951000000000,"St. Louis city, MO",0,T,4348
2802,F,CN3000100000000,"Beaverhead County, MT",0,T,4401
2803,F,CN3000300000000,"Big Horn County, MT",0,T,4402
2804,F,CN3000500000000,"Blaine County, MT",0,T,4403
2805,F,CN3000700000000,"Broadwater County, MT",0,T,4404
2806,F,CN3000900000000,"Carbon County, MT",0,T,4405
2807,F,CN3001100000000,"Carter County, MT",0,T,4406
2808,F,CN3001300000000,"Cascade County, MT",0,T,4407
2809,F,CN3001500000000,"Chouteau County, MT",0,T,4408
2810,F,CN3001700000000,"Custer County, MT",0,T,4409
2811,F,CN3001900000000,"Daniels County, MT",0,T,4410
2812,F,CN3002100000000,"Dawson County, MT",0,T,4411
2813,F,CN3002300000000,"Deer Lodge County, MT",0,T,4412
2814,F,CN3002500000000,"Fallon County, MT",0,T,4413
2815,F,CN3002700000000,"Fergus County, MT",0,T,4414
2816,F,CN3002900000000,"Flathead County, MT",0,T,4415
2817,F,CN3003100000000,"Gallatin County, MT",0,T,4416
2818,F,CN3003300000000,"Garfield County, MT",0,T,4417
2819,F,CN3003500000000,"Glacier County, MT",0,T,4418
2820,F,CN3003700000000,"Golden Valley County, MT",0,T,4419
2821,F,CN3003900000000,"Granite County, MT",0,T,4420
2822,F,CN3004100000000,"Hill County, MT",0,T,4421
2823,F,CN3004300000000,"Jefferson County, MT",0,T,4422
2824,F,CN3004500000000,"Judith Basin County, MT",0,T,4423
2825,F,CN3004700000000,"Lake County, MT",0,T,4424
2826,F,CN3004900000000,"Lewis and Clark County, MT",0,T,4425
2827,F,CN3005100000000,"Liberty County, MT",0,T,4426
2828,F,CN3005300000000,"Lincoln County, MT",0,T,4427
2829,F,CN3005500000000,"McCone County, MT",0,T,4428
2830,F,CN3005700000000,"Madison County, MT",0,T,4429
2831,F,CN3005900000000,"Meagher County, MT",0,T,4430
2832,F,CN3006100000000,"Mineral County, MT",0,T,4431
2833,F,CN3006300000000,"Missoula County, MT",0,T,4432
2834,F,CN3006500000000,"Musselshell County, MT",0,T,4433
2835,F,CN3006700000000,"Park County, MT",0,T,4434
2836,F,CN3006900000000,"Petroleum County, MT",0,T,4435
2837,F,CN3007100000000,"Phillips County, MT",0,T,4436
2838,F,CN3007300000000,"Pondera County, MT",0,T,4437
2839,F,CN3007500000000,"Powder River County, MT",0,T,4438
2840,F,CN3007700000000,"Powell County, MT",0,T,4439
2841,F,CN3007900000000,"Prairie County, MT",0,T,4440
2842,F,CN3008100000000,"Ravalli County, MT",0,T,4441
2843,F,CN3008300000000,"Richland County, MT",0,T,4442
2844,F,CN3008500000000,"Roosevelt County, MT",0,T,4443
2845,F,CN3008700000000,"Rosebud County, MT",0,T,4444
2846,F,CN3008900000000,"Sanders County, MT",0,T,4445
2847,F,CN3009100000000,"Sheridan County, MT",0,T,4446
2848,F,CN3009300000000,"Silver Bow County, MT",0,T,4447
2849,F,CN3009500000000,"Stillwater County, MT",0,T,4448
2850,F,CN3009700000000,"Sweet Grass County, MT",0,T,4449
2851,F,CN3009900000000,"Teton County, MT",0,T,4450
2852,F,CN3010100000000,"Toole County, MT",0,T,4451
2853,F,CN3010300000000,"Treasure County, MT",0,T,4452
2854,F,CN3010500000000,"Valley County, MT",0,T,4453
2855,F,CN3010700000000,"Wheatland County, MT",0,T,4454
2856,F,CN3010900000000,"Wibaux County, MT",0,T,4455
2857,F,CN3011100000000,"Yellowstone County, MT",0,T,4456
2858,F,CN3100100000000,"Adams County, NE",0,T,4480
2859,F,CN3100300000000,"Antelope County, NE",0,T,4481
2860,F,CN3100500000000,"Arthur County, NE",0,T,4482
2861,F,CN3100700000000,"Banner County, NE",0,T,4483
2862,F,CN3100900000000,"Blaine County, NE",0,T,4484
2863,F,CN3101100000000,"Boone County, NE",0,T,4485
2864,F,CN3101300000000,"Box Butte County, NE",0,T,4486
2865,F,CN3101500000000,"Boyd County, NE",0,T,4487
2866,F,CN3101700000000,"Brown County, NE",0,T,4488
2867,F,CN3101900000000,"Buffalo County, NE",0,T,4489
2868,F,CN3102100000000,"Burt County, NE",0,T,4490
2869,F,CN3102300000000,"Butler County, NE",0,T,4491
2870,F,CN3102500000000,"Cass County, NE",0,T,4492
2871,F,CN3102700000000,"Cedar County, NE",0,T,4493
2872,F,CN3102900000000,"Chase County, NE",0,T,4494
2873,F,CN3103100000000,"Cherry County, NE",0,T,4495
2874,F,CN3103300000000,"Cheyenne County, NE",0,T,4496
2875,F,CN3103500000000,"Clay County, NE",0,T,4497
2876,F,CN3103700000000,"Colfax County, NE",0,T,4498
2877,F,CN3103900000000,"Cuming County, NE",0,T,4499
2878,F,CN3104100000000,"Custer County, NE",0,T,4500
2879,F,CN3104300000000,"Dakota County, NE",0,T,4501
2880,F,CN3104500000000,"Dawes County, NE",0,T,4502
2881,F,CN3104700000000,"Dawson County, NE",0,T,4503
2882,F,CN3104900000000,"Deuel County, NE",0,T,4504
2883,F,CN3105100000000,"Dixon County, NE",0,T,4505
2884,F,CN3105300000000,"Dodge County, NE",0,T,4506
2885,F,CN3105500000000,"Douglas County, NE",0,T,4507
2886,F,CN3105700000000,"Dundy County, NE",0,T,4508
2887,F,CN3105900000000,"Fillmore County, NE",0,T,4509
2888,F,CN3106100000000,"Franklin County, NE",0,T,4510
2889,F,CN3106300000000,"Frontier County, NE",0,T,4511
2890,F,CN3106500000000,"Furnas County, NE",0,T,4512
2891,F,CN3106700000000,"Gage County, NE",0,T,4513
2892,F,CN3106900000000,"Garden County, NE",0,T,4514
2893,F,CN3107100000000,"Garfield County, NE",0,T,4515
2894,F,CN3107300000000,"Gosper County, NE",0,T,4516
2895,F,CN3107500000000,"Grant County, NE",0,T,4517
2896,F,CN3107700000000,"Greeley County, NE",0,T,4518
2897,F,CN3107900000000,"Hall County, NE",0,T,4519
2898,F,CN3108100000000,"Hamilton County, NE",0,T,4520
2899,F,CN3108300000000,"Harlan County, NE",0,T,4521
2900,F,CN3108500000000,"Hayes County, NE",0,T,4522
2901,F,CN3108700000000,"Hitchcock County, NE",0,T,4523
2902,F,CN3108900000000,"Holt County, NE",0,T,4524
2903,F,CN3109100000000,"Hooker County, NE",0,T,4525
2904,F,CN3109300000000,"Howard County, NE",0,T,4526
2905,F,CN3109500000000,"Jefferson County, NE",0,T,4527
2906,F,CN3109700000000,"Johnson County, NE",0,T,4528
2907,F,CN3109900000000,"Kearney County, NE",0,T,4529
2908,F,CN3110100000000,"Keith County, NE",0,T,4530
2909,F,CN3110300000000,"Keya Paha County, NE",0,T,4531
2910,F,CN3110500000000,"Kimball County, NE",0,T,4532
2911,F,CN3110700000000,"Knox County, NE",0,T,4533
2912,F,CN3110900000000,"Lancaster County, NE",0,T,4534
2913,F,CN3111100000000,"Lincoln County, NE",0,T,4535
2914,F,CN3111300000000,"Logan County, NE",0,T,4536
2915,F,CN3111500000000,"Loup County, NE",0,T,4537
2916,F,CN3111700000000,"McPherson County, NE",0,T,4538
2917,F,CN3111900000000,"Madison County, NE",0,T,4539
2918,F,CN3112100000000,"Merrick County, NE",0,T,4540
2919,F,CN3112300000000,"Morrill County, NE",0,T,4541
2920,F,CN3112500000000,"Nance County, NE",0,T,4542
2921,F,CN3112700000000,"Nemaha County, NE",0,T,4543
2922,F,CN3112900000000,"Nuckolls County, NE",0,T,4544
2923,F,CN3113100000000,"Otoe County, NE",0,T,4545
2924,F,CN3113300000000,"Pawnee County, NE",0,T,4546
2925,F,CN3113500000000,"Perkins County, NE",0,T,4547
2926,F,CN3113700000000,"Phelps County, NE",0,T,4548
2927,F,CN3113900000000,"Pierce County, NE",0,T,4549
2928,F,CN3114100000000,"Platte County, NE",0,T,4550
2929,F,CN3114300000000,"Polk County, NE",0,T,4551
2930,F,CN3114500000000,"Red Willow County, NE",0,T,4552
2931,F,CN3114700000000,"Richardson County, NE",0,T,4553
2932,F,CN3114900000000,"Rock County, NE",0,T,4554
2933,F,CN3115100000000,"Saline County, NE",0,T,4555
2934,F,CN3115300000000,"Sarpy County, NE",0,T,4556
2935,F,CN3115500000000,"Saunders County, NE",0,T,4557
2936,F,CN3115700000000,"Scotts Bluff County, NE",0,T,4558
2937,F,CN3115900000000,"Seward County, NE",0,T,4559
2938,F,CN3116100000000,"Sheridan County, NE",0,T,4560
2939,F,CN3116300000000,"Sherman County, NE",0,T,4561
2940,F,CN3116500000000,"Sioux County, NE",0,T,4562
2941,F,CN3116700000000,"Stanton County, NE",0,T,4563
2942,F,CN3116900000000,"Thayer County, NE",0,T,4564
2943,F,CN3117100000000,"Thomas County, NE",0,T,4565
2944,F,CN3117300000000,"Thurston County, NE",0,T,4566
2945,F,CN3117500000000,"Valley County, NE",0,T,4567
2946,F,CN3117700000000,"Washington County, NE",0,T,4568
2947,F,CN3117900000000,"Wayne County, NE",0,T,4569
2948,F,CN3118100000000,"Webster County, NE",0,T,4570
2949,F,CN3118300000000,"Wheeler County, NE",0,T,4571
2950,F,CN3118500000000,"York County, NE",0,T,4572
2951,F,CN3200100000000,"Churchill County, NV",0,T,4595
2952,F,CN3200300000000,"Clark County, NV",0,T,4596
2953,F,CN3200500000000,"Douglas County, NV",0,T,4597
2954,F,CN3200700000000,"Elko County, NV",0,T,4598
2955,F,CN3200900000000,"Esmeralda County, NV",0,T,4599
2956,F,CN3201100000000,"Eureka County, NV",0,T,4600
2957,F,CN3201300000000,"Humboldt County, NV",0,T,4601
2958,F,CN3201500000000,"Lander County, NV",0,T,4602
2959,F,CN3201700000000,"Lincoln County, NV",0,T,4603
2960,F,CN3201900000000,"Lyon County, NV",0,T,4604
2961,F,CN3202100000000,"Mineral County, NV",0,T,4605
2962,F,CN3202300000000,"Nye County, NV",0,T,4606
2963,F,CN3202700000000,"Pershing County, NV",0,T,4607
2964,F,CN3202900000000,"Storey County, NV",0,T,4608
2965,F,CN3203100000000,"Washoe County, NV",0,T,4609
2966,F,CN3203300000000,"White Pine County, NV",0,T,4610
2967,F,CN3251000000000,"Carson City, NV",0,T,4611
2968,F,CN3300100000000,"Belknap County, NH",0,T,4628
2969,F,CN3300300000000,"Carroll County, NH",0,T,4629
2970,F,CN3300500000000,"Cheshire County, NH",0,T,4630
2971,F,CN3300700000000,"Coos County, NH",0,T,4631
2972,F,CN3300900000000,"Grafton County, NH",0,T,4632
2973,F,CN3301100000000,"Hillsborough County, NH",0,T,4633
2974,F,CN3301300000000,"Merrimack County, NH",0,T,4634
2975,F,CN3301500000000,"Rockingham County, NH",0,T,4635
2976,F,CN3301700000000,"Strafford County, NH",0,T,4636
2977,F,CN3301900000000,"Sullivan County, NH",0,T,4637
2978,F,CN3400100000000,"Atlantic County, NJ",0,T,4911
2979,F,CN3400300000000,"Bergen County, NJ",0,T,4912
2980,F,CN3400500000000,"Burlington County, NJ",0,T,4913
2981,F,CN3400700000000,"Camden County, NJ",0,T,4914
2982,F,CN3400900000000,"Cape May County, NJ",0,T,4915
2983,F,CN3401100000000,"Cumberland County, NJ",0,T,4916
2984,F,CN3401300000000,"Essex County, NJ",0,T,4917
2985,F,CN3401500000000,"Gloucester County, NJ",0,T,4918
2986,F,CN3401700000000,"Hudson County, NJ",0,T,4919
2987,F,CN3401900000000,"Hunterdon County, NJ",0,T,4920
2988,F,CN3402100000000,"Mercer County, NJ",0,T,4921
2989,F,CN3402300000000,"Middlesex County, NJ",0,T,4922
2990,F,CN3402500000000,"Monmouth County, NJ",0,T,4923
2991,F,CN3402700000000,"Morris County, NJ",0,T,4924
2992,F,CN3402900000000,"Ocean County, NJ",0,T,4925
2993,F,CN3403100000000,"Passaic County, NJ",0,T,4926
2994,F,CN3403300000000,"Salem County, NJ",0,T,4927
2995,F,CN3403500000000,"Somerset County, NJ",0,T,4928
2996,F,CN3403700000000,"Sussex County, NJ",0,T,4929
2997,F,CN3403900000000,"Union County, NJ",0,T,4930
2998,F,CN3404100000000,"Warren County, NJ",0,T,4931
2999,F,CN3500100000000,"Bernalillo County, NM",0,T,5060
3000,F,CN3500300000000,"Catron County, NM",0,T,5061
3001,F,CN3500500000000,"Chaves County, NM",0,T,5062
3002,F,CN3500600000000,"Cibola County, NM",0,T,5063
3003,F,CN3500700000000,"Colfax County, NM",0,T,5064
3004,F,CN3500900000000,"Curry County, NM",0,T,5065
3005,F,CN3501100000000,"De Baca County, NM",0,T,5066
3006,F,CN3501300000000,"Dona Ana County, NM",0,T,5067
3007,F,CN3501500000000,"Eddy County, NM",0,T,5068
3008,F,CN3501700000000,"Grant County, NM",0,T,5069
3009,F,CN3501900000000,"Guadalupe County, NM",0,T,5070
3010,F,CN3502100000000,"Harding County, NM",0,T,5071
3011,F,CN3502300000000,"Hidalgo County, NM",0,T,5072
3012,F,CN3502500000000,"Lea County, NM",0,T,5073
3013,F,CN3502700000000,"Lincoln County, NM",0,T,5074
3014,F,CN3502800000000,"Los Alamos County, NM",0,T,5075
3015,F,CN3502900000000,"Luna County, NM",0,T,5076
3016,F,CN3503100000000,"McKinley County, NM",0,T,5077
3017,F,CN3503300000000,"Mora County, NM",0,T,5078
3018,F,CN3503500000000,"Otero County, NM",0,T,5079
3019,F,CN3503700000000,"Quay County, NM",0,T,5080
3020,F,CN3503900000000,"Rio Arriba County, NM",0,T,5081
3021,F,CN3504100000000,"Roosevelt County, NM",0,T,5082
3022,F,CN3504300000000,"Sandoval County, NM",0,T,5083
3023,F,CN3504500000000,"San Juan County, NM",0,T,5084
3024,F,CN3504700000000,"San Miguel County, NM",0,T,5085
3025,F,CN3504900000000,"Santa Fe County, NM",0,T,5086
3026,F,CN3505100000000,"Sierra County, NM",0,T,5087
3027,F,CN3505300000000,"Socorro County, NM",0,T,5088
3028,F,CN3505500000000,"Taos County, NM",0,T,5089
3029,F,CN3505700000000,"Torrance County, NM",0,T,5090
3030,F,CN3505900000000,"Union County, NM",0,T,5091
3031,F,CN3506100000000,"Valencia County, NM",0,T,5092
3032,F,CN3600100000000,"Albany County, NY",0,T,5140
3033,F,CN3600300000000,"Allegany County, NY",0,T,5141
3034,F,CN3600500000000,"Bronx County, NY",0,T,5142
3035,F,CN3600700000000,"Broome County, NY",0,T,5143
3036,F,CN3600900000000,"Cattaraugus County, NY",0,T,5144
3037,F,CN3601100000000,"Cayuga County, NY",0,T,5145
3038,F,CN3601300000000,"Chautauqua County, NY",0,T,5146
3039,F,CN3601500000000,"Chemung County, NY",0,T,5147
3040,F,CN3601700000000,"Chenango County, NY",0,T,5148
3041,F,CN3601900000000,"Clinton County, NY",0,T,5149
3042,F,CN3602100000000,"Columbia County, NY",0,T,5150
3043,F,CN3602300000000,"Cortland County, NY",0,T,5151
3044,F,CN3602500000000,"Delaware County, NY",0,T,5152
3045,F,CN3602700000000,"Dutchess County, NY",0,T,5153
3046,F,CN3602900000000,"Erie County, NY",0,T,5154
3047,F,CN3603100000000,"Essex County, NY",0,T,5155
3048,F,CN3603300000000,"Franklin County, NY",0,T,5156
3049,F,CN3603500000000,"Fulton County, NY",0,T,5157
3050,F,CN3603700000000,"Genesee County, NY",0,T,5158
3051,F,CN3603900000000,"Greene County, NY",0,T,5159
3052,F,CN3604100000000,"Hamilton County, NY",0,T,5160
3053,F,CN3604300000000,"Herkimer County, NY",0,T,5161
