series_id,Average2007,July2015,DateReturned,DateReturned3moMovingAve,DtReturnedValues,MonthsReturn,2007Ave_pls1,DateReturned3MoMovingAve_pls1,MonthsReturn_pls1
LAUCN481590000000003,3.984,5.2,#N/A,#N/A,0,-24108,4.984,2014M11_3moAve,71
LAUCN481610000000003,3.784,5.3,#N/A,#N/A,0,-24108,4.784,,-24108
LAUCN481630000000003,5.076,3.5,2012M04,2012M05_3moAve,2012M05_3moAve,41,6.076,2011M11_3moAve,35
LAUCN481650000000003,3.74,3.3,2012M11,2013M12_3moAve,2013M12_3moAve,60,4.74,2011M12_3moAve,36
LAUCN481670000000003,5.044,5.1,2014M10,2014M12_3moAve,2014M12_3moAve,72,6.044,2014M01_3moAve,61
LAUCN481690000000003,3.576,3.5,2014M04,2014M06_3moAve,2014M06_3moAve,66,4.576,2009M05_3moAve,5
LAUCN481710000000003,2.896,3,2015M04,2015M04_3moAve,2015M04_3moAve,76,3.896,2009M05_3moAve,5
LAUCN481730000000003,3.668,3.4,2009M04,2009M01_3moAve,2009M01_3moAve,1,4.668,2009M05_3moAve,5
LAUCN481750000000003,3.744,4.7,2014M04,2014M11_3moAve,2014M11_3moAve,71,4.744,2013M12_3moAve,60
LAUCN481770000000003,3.828,3.8,2014M04,2014M10_3moAve,2014M10_3moAve,70,4.828,2009M05_3moAve,5
LAUCN481790000000003,3.4,5.5,2014M12,#N/A,0,-24108,4.4,2014M04_3moAve,64
LAUCN481810000000003,4.832,4.2,2014M04,2014M06_3moAve,2014M06_3moAve,66,5.832,2013M11_3moAve,59
LAUCN481830000000003,3.852,5.1,2014M12,#N/A,0,-24108,4.852,2014M10_3moAve,70
LAUCN481850000000003,4.824,5.7,2014M04,2014M05_3moAve,2014M05_3moAve,65,5.824,2012M12_3moAve,48
LAUCN481870000000003,3.984,3.6,2014M04,2014M11_3moAve,2014M11_3moAve,71,4.984,2013M12_3moAve,60
LAUCN481890000000003,4.544,7,#N/A,#N/A,0,-24108,5.544,2009M05_3moAve,5
LAUCN481910000000003,5.384,5.7,2014M10,2014M12_3moAve,2014M12_3moAve,72,6.384,2014M06_3moAve,66
LAUCN481930000000003,3.52,5,#N/A,#N/A,0,-24108,4.52,2014M11_3moAve,71
LAUCN481950000000003,3.096,2.8,2013M10,2013M11_3moAve,2013M11_3moAve,59,4.096,2010M12_3moAve,24
LAUCN481970000000003,3.532,5.7,#N/A,#N/A,0,-24108,4.532,,-24108
LAUCN481990000000003,4.908,5.7,2015M04,#N/A,0,-24108,5.908,2014M11_3moAve,71
LAUCN482010000000003,4.444,4.7,2014M10,2014M12_3moAve,2014M12_3moAve,72,5.444,2014M01_3moAve,61
LAUCN482030000000003,4.492,5.4,2014M12,#N/A,0,-24108,5.492,2014M10_3moAve,70
LAUCN482050000000003,3.224,2.4,2009M04,2012M10_3moAve,2012M10_3moAve,46,4.224,2009M05_3moAve,5
LAUCN482070000000003,3.356,3.6,2015M04,#N/A,0,-24108,4.356,2013M12_3moAve,60
LAUCN482090000000003,3.964,3.6,2014M04,2014M11_3moAve,2014M11_3moAve,71,4.964,2013M12_3moAve,60
LAUCN482110000000003,1.956,2.8,2014M12,#N/A,0,-24108,2.956,2012M03_3moAve,39
LAUCN482130000000003,4.792,5.1,2014M12,2015M02_3moAve,2015M02_3moAve,74,5.792,2014M05_3moAve,65
LAUCN482150000000003,6.796,8.1,#N/A,#N/A,0,-24108,7.796,2014M11_3moAve,71
LAUCN482170000000003,4.768,4.8,2014M10,2014M11_3moAve,2014M11_3moAve,71,5.768,2014M04_3moAve,64
LAUCN482190000000003,3.632,4.3,2014M04,2014M11_3moAve,2014M11_3moAve,71,4.632,2013M12_3moAve,60
LAUCN482210000000003,4.108,4.6,2014M12,2015M05_3moAve,2015M05_3moAve,77,5.108,2014M04_3moAve,64
LAUCN482230000000003,3.928,4.3,2014M12,#N/A,0,-24108,4.928,2014M04_3moAve,64
LAUCN482250000000003,6.092,4.8,2013M10,2013M11_3moAve,2013M11_3moAve,59,7.092,2012M10_3moAve,46
LAUCN482270000000003,4.272,4.7,2014M04,2014M10_3moAve,2014M10_3moAve,70,5.272,2012M11_3moAve,47
LAUCN482290000000003,4.472,6.2,2009M01,2009M01_3moAve,2009M01_3moAve,1,5.472,2009M05_3moAve,5
LAUCN482310000000003,4.904,4.7,2014M12,2015M03_3moAve,2015M03_3moAve,75,5.904,2014M05_3moAve,65
LAUCN482330000000003,4.008,3.9,2014M09,2014M11_3moAve,2014M11_3moAve,71,5.008,2014M03_3moAve,63
LAUCN482350000000003,3.172,3.6,2014M09,#N/A,0,-24108,4.172,2012M10_3moAve,46
LAUCN482370000000003,3.068,3.9,2014M12,2014M12_3moAve,2014M12_3moAve,72,4.068,2014M04_3moAve,64
LAUCN482390000000003,3.864,3.9,2014M04,2014M05_3moAve,2014M05_3moAve,65,4.864,2012M11_3moAve,47
LAUCN482410000000003,5.912,7.4,#N/A,#N/A,0,-24108,6.912,2015M04_3moAve,76
LAUCN482430000000003,3.44,3.3,2014M04,2014M06_3moAve,2014M06_3moAve,66,4.44,2009M05_3moAve,5
LAUCN482450000000003,5.968,6.8,#N/A,#N/A,0,-24108,6.968,2014M12_3moAve,72
LAUCN482470000000003,3.744,7.2,#N/A,#N/A,0,-24108,4.744,,-24108
LAUCN482490000000003,4.036,8,#N/A,#N/A,0,-24108,5.036,2014M10_3moAve,70
LAUCN482510000000003,4.328,4.6,2014M11,2014M12_3moAve,2014M12_3moAve,72,5.328,2014M04_3moAve,64
LAUCN482530000000003,4.78,5.8,2014M12,2014M12_3moAve,2014M12_3moAve,72,5.78,2014M04_3moAve,64
LAUCN482550000000003,5.656,4.3,2012M09,2012M11_3moAve,2012M11_3moAve,47,6.656,2012M03_3moAve,39
LAUCN482570000000003,4.924,4.2,2014M04,2014M10_3moAve,2014M10_3moAve,70,5.924,2013M11_3moAve,59
LAUCN482590000000003,3.592,3.4,2014M12,2014M12_3moAve,2014M12_3moAve,72,4.592,2013M12_3moAve,60
LAUCN482610000000003,3.088,2.5,2014M05,2014M06_3moAve,2014M06_3moAve,66,4.088,2013M03_3moAve,51
LAUCN482630000000003,3.688,3.1,2012M09,2012M11_3moAve,2012M11_3moAve,47,4.688,2010M03_3moAve,15
LAUCN482650000000003,3.664,3.8,2014M12,2015M04_3moAve,2015M04_3moAve,76,4.664,2014M04_3moAve,64
LAUCN482670000000003,3.5,3.7,2014M11,2014M12_3moAve,2014M12_3moAve,72,4.5,2012M12_3moAve,48
LAUCN482690000000003,4.424,3.7,2009M04,2010M04_3moAve,2010M04_3moAve,16,5.424,2009M05_3moAve,5
LAUCN482710000000003,4.944,6.9,#N/A,#N/A,0,-24108,5.944,2015M05_3moAve,77
LAUCN482730000000003,4.148,6.2,#N/A,#N/A,0,-24108,5.148,2014M11_3moAve,71
LAUCN482750000000003,3.704,3.9,2014M10,2014M12_3moAve,2014M12_3moAve,72,4.704,2014M05_3moAve,65
LAUCN482770000000003,4.952,5.1,2014M12,2015M04_3moAve,2015M04_3moAve,76,5.952,2014M10_3moAve,70
LAUCN482790000000003,4.168,8,#N/A,#N/A,0,-24108,5.168,2014M10_3moAve,70
LAUCN482810000000003,3.856,4.6,#N/A,#N/A,0,-24108,4.856,2014M12_3moAve,72
LAUCN482830000000003,5.072,3.6,2012M03,2012M04_3moAve,2012M04_3moAve,40,6.072,2011M11_3moAve,35
LAUCN482850000000003,3.248,4.2,2014M12,#N/A,0,-24108,4.248,2013M12_3moAve,60
LAUCN482870000000003,3.652,3.8,2014M10,2014M11_3moAve,2014M11_3moAve,71,4.652,2014M04_3moAve,64
LAUCN482890000000003,4.18,5.2,#N/A,#N/A,0,-24108,5.18,2014M11_3moAve,71
LAUCN482910000000003,5.508,7,#N/A,#N/A,0,-24108,6.508,2014M11_3moAve,71
LAUCN482930000000003,4.232,4.9,#N/A,#N/A,0,-24108,5.232,2014M11_3moAve,71
LAUCN482950000000003,2.68,3.8,#N/A,#N/A,0,-24108,3.68,2012M11_3moAve,47
LAUCN482970000000003,4.008,3.7,2013M10,2013M12_3moAve,2013M12_3moAve,60,5.008,2012M03_3moAve,39
LAUCN482990000000003,4.096,4.3,2015M04,2015M06_3moAve,2015M06_3moAve,78,5.096,2014M06_3moAve,66
LAUCN483010000000003,7.608,4.3,2009M01,2009M01_3moAve,2009M01_3moAve,1,8.608,2009M05_3moAve,5
LAUCN483030000000003,3.62,3.8,2014M04,2014M11_3moAve,2014M11_3moAve,71,4.62,2009M05_3moAve,5
LAUCN483050000000003,4.74,4.3,2013M10,2009M01_3moAve,2009M01_3moAve,1,5.74,2009M05_3moAve,5
LAUCN483070000000003,3.852,5.2,2014M11,2014M11_3moAve,2014M11_3moAve,71,4.852,2013M04_3moAve,52
LAUCN483090000000003,4.324,4.5,2014M12,2015M01_3moAve,2015M01_3moAve,73,5.324,2014M04_3moAve,64
LAUCN483110000000003,5.172,1.4,2010M01,2010M02_3moAve,2010M02_3moAve,14,6.172,2010M01_3moAve,13
LAUCN483130000000003,4.864,4.4,2014M04,2014M05_3moAve,2014M05_3moAve,65,5.864,2013M12_3moAve,60
LAUCN483150000000003,4.756,7,#N/A,#N/A,0,-24108,5.756,2014M11_3moAve,71
LAUCN483170000000003,3.52,3.7,2013M12,2014M04_3moAve,2014M04_3moAve,64,4.52,2009M05_3moAve,5
LAUCN483190000000003,2.84,4.2,#N/A,#N/A,0,-24108,3.84,2015M04_3moAve,76
LAUCN483210000000003,6.264,7.4,#N/A,#N/A,0,-24108,7.264,2014M11_3moAve,71
LAUCN483230000000003,10.912,10.5,2012M09,2014M07_3moAve,2014M07_3moAve,67,11.912,2012M09_3moAve,45
LAUCN483250000000003,4.556,4.4,2014M09,2014M11_3moAve,2014M11_3moAve,71,5.556,2013M12_3moAve,60
LAUCN483270000000003,3.884,5.3,#N/A,#N/A,0,-24108,4.884,2014M04_3moAve,64
LAUCN483290000000003,2.844,3.3,2014M04,2014M05_3moAve,2014M05_3moAve,65,3.844,2012M05_3moAve,41
LAUCN483310000000003,4.74,5.5,2015M04,#N/A,0,-24108,5.74,2014M12_3moAve,72
LAUCN483330000000003,3.736,3.7,2014M12,2014M12_3moAve,2014M12_3moAve,72,4.736,2014M04_3moAve,64
LAUCN483350000000003,5.26,6,2012M10,2012M11_3moAve,2012M11_3moAve,47,6.26,2012M04_3moAve,40
LAUCN483370000000003,3.504,4.2,2014M10,2014M11_3moAve,2014M11_3moAve,71,4.504,2013M12_3moAve,60
LAUCN483390000000003,3.996,4.4,2014M11,2014M12_3moAve,2014M12_3moAve,72,4.996,2013M12_3moAve,60
LAUCN483410000000003,2.98,3.3,2014M12,#N/A,0,-24108,3.98,2009M05_3moAve,5
LAUCN483430000000003,5.552,9.1,#N/A,#N/A,0,-24108,6.552,,-24108
LAUCN483450000000003,4.116,3.8,2009M04,2014M10_3moAve,2014M10_3moAve,70,5.116,2009M05_3moAve,5
LAUCN483470000000003,4.192,5.4,2014M12,#N/A,0,-24108,5.192,2014M11_3moAve,71
LAUCN483490000000003,5.136,4.5,2013M12,2014M10_3moAve,2014M10_3moAve,70,6.136,2013M10_3moAve,58
LAUCN483510000000003,6.828,7.4,2014M10,2015M04_3moAve,2015M04_3moAve,76,7.828,2014M10_3moAve,70
LAUCN483530000000003,3.74,4.2,2014M12,2014M12_3moAve,2014M12_3moAve,72,4.74,2014M01_3moAve,61
LAUCN483550000000003,4.348,4.9,2014M12,2015M04_3moAve,2015M04_3moAve,76,5.348,2014M04_3moAve,64
LAUCN483570000000003,2.664,4,2014M11,2014M12_3moAve,2014M12_3moAve,72,3.664,2012M11_3moAve,47
LAUCN483590000000003,4.144,3,2010M10,2011M10_3moAve,2011M10_3moAve,34,5.144,2009M05_3moAve,5
LAUCN483610000000003,5.736,6.4,2015M04,#N/A,0,-24108,6.736,2014M12_3moAve,72
LAUCN483630000000003,3.872,5.2,#N/A,#N/A,0,-24108,4.872,2014M10_3moAve,70
LAUCN483650000000003,3.808,5.1,#N/A,#N/A,0,-24108,4.808,2014M10_3moAve,70
LAUCN483670000000003,4.168,4.3,2014M10,2014M11_3moAve,2014M11_3moAve,71,5.168,2013M11_3moAve,59
LAUCN483690000000003,3.228,2.7,2014M04,2014M04_3moAve,2014M04_3moAve,64,4.228,2009M05_3moAve,5
LAUCN483710000000003,4.292,5.5,2014M04,2014M04_3moAve,2014M04_3moAve,64,5.292,2011M12_3moAve,36
LAUCN483730000000003,5.972,6.3,2014M10,2014M11_3moAve,2014M11_3moAve,71,6.972,2014M01_3moAve,61
LAUCN483750000000003,3.888,3.6,2014M04,2014M10_3moAve,2014M10_3moAve,70,4.888,2012M12_3moAve,48
LAUCN483770000000003,9.548,11.4,2015M04,2015M04_3moAve,2015M04_3moAve,76,10.548,2014M11_3moAve,71
LAUCN483790000000003,4.612,4.6,2014M04,2014M12_3moAve,2014M12_3moAve,72,5.612,2013M12_3moAve,60
LAUCN483810000000003,3,3.2,2014M12,2014M12_3moAve,2014M12_3moAve,72,4,2009M05_3moAve,5
LAUCN483830000000003,2.04,4.1,#N/A,#N/A,0,-24108,3.04,2014M10_3moAve,70
LAUCN483850000000003,3.804,5.1,#N/A,#N/A,0,-24108,4.804,,-24108
LAUCN483870000000003,5.644,6.4,#N/A,#N/A,0,-24108,6.644,2014M12_3moAve,72
LAUCN483890000000003,5.428,4.8,2013M11,2013M12_3moAve,2013M12_3moAve,60,6.428,2012M11_3moAve,47
LAUCN483910000000003,3.76,5,2014M12,#N/A,0,-24108,4.76,2013M12_3moAve,60
LAUCN483930000000003,2.368,4.1,#N/A,#N/A,0,-24108,3.368,2014M08_3moAve,68
LAUCN483950000000003,4.964,5.4,2014M04,2014M11_3moAve,2014M11_3moAve,71,5.964,2013M12_3moAve,60
LAUCN483970000000003,4.16,3.9,2014M04,2014M11_3moAve,2014M11_3moAve,71,5.16,2013M12_3moAve,60
LAUCN483990000000003,4.524,3.6,2013M11,2013M12_3moAve,2013M12_3moAve,60,5.524,2012M05_3moAve,41
LAUCN484010000000003,4.176,5,2014M12,2014M12_3moAve,2014M12_3moAve,72,5.176,2014M05_3moAve,65
LAUCN484030000000003,8.412,9,2015M04,#N/A,0,-24108,9.412,2015M03_3moAve,75
LAUCN484050000000003,5.74,9.4,#N/A,#N/A,0,-24108,6.74,,-24108
LAUCN484070000000003,5.412,5.8,2014M04,2014M11_3moAve,2014M11_3moAve,71,6.412,2014M02_3moAve,62
LAUCN484090000000003,5.056,6.3,#N/A,#N/A,0,-24108,6.056,2014M05_3moAve,65
LAUCN484110000000003,5.028,4.3,2013M11,2013M12_3moAve,2013M12_3moAve,60,6.028,2009M05_3moAve,5
LAUCN484130000000003,3.408,4.5,2012M12,2013M03_3moAve,2013M03_3moAve,51,4.408,2011M12_3moAve,36
LAUCN484150000000003,3.864,4.3,2012M10,2012M11_3moAve,2012M11_3moAve,47,4.864,2011M12_3moAve,36
LAUCN484170000000003,2.584,2.5,2014M04,2014M10_3moAve,2014M10_3moAve,70,3.584,2009M05_3moAve,5
LAUCN484190000000003,4.452,5.6,#N/A,#N/A,0,-24108,5.452,2014M11_3moAve,71
LAUCN484210000000003,3.564,3.2,2009M04,2009M05_3moAve,2009M05_3moAve,5,4.564,2009M05_3moAve,5
LAUCN484230000000003,4.468,4.8,2014M12,2014M12_3moAve,2014M12_3moAve,72,5.468,2014M05_3moAve,65
LAUCN484250000000003,4.412,5.2,2014M04,2015M04_3moAve,2015M04_3moAve,76,5.412,2013M12_3moAve,60
LAUCN484270000000003,10.876,13.4,#N/A,#N/A,0,-24108,11.876,2014M11_3moAve,71
LAUCN484290000000003,3.552,4.2,#N/A,#N/A,0,-24108,4.552,2013M12_3moAve,60
LAUCN484310000000003,2.852,2.7,2014M04,2014M05_3moAve,2014M05_3moAve,65,3.852,2009M05_3moAve,5
LAUCN484330000000003,3.22,3.7,#N/A,#N/A,0,-24108,4.22,2009M05_3moAve,5
LAUCN484350000000003,2.032,5.1,#N/A,#N/A,0,-24108,3.032,,-24108
LAUCN484370000000003,4.328,5,2009M04,#N/A,0,-24108,5.328,2009M05_3moAve,5
LAUCN484390000000003,4.488,4.2,2014M11,2014M12_3moAve,2014M12_3moAve,72,5.488,2013M12_3moAve,60
LAUCN484410000000003,3.524,3.8,2014M12,2015M04_3moAve,2015M04_3moAve,76,4.524,2014M04_3moAve,64
LAUCN484430000000003,5.78,4.7,2010M05,2011M11_3moAve,2011M11_3moAve,35,6.78,2010M04_3moAve,16
LAUCN484450000000003,4.364,4.9,2014M04,2014M05_3moAve,2014M05_3moAve,65,5.364,2013M11_3moAve,59
LAUCN484470000000003,3.572,3.3,2014M10,2009M01_3moAve,2009M01_3moAve,1,4.572,2014M01_3moAve,61
LAUCN484490000000003,3.964,6.4,#N/A,#N/A,0,-24108,4.964,,-24108
LAUCN484510000000003,3.856,4.3,2014M04,2014M11_3moAve,2014M11_3moAve,71,4.856,2012M12_3moAve,48
LAUCN484530000000003,3.876,3.3,2014M04,2014M11_3moAve,2014M11_3moAve,71,4.876,2013M11_3moAve,59
LAUCN484550000000003,5.056,6.2,#N/A,#N/A,0,-24108,6.056,2014M05_3moAve,65
LAUCN484570000000003,5.668,7,#N/A,#N/A,0,-24108,6.668,2015M04_3moAve,76
LAUCN484590000000003,4.088,5.5,2014M12,#N/A,0,-24108,5.088,2014M10_3moAve,70
LAUCN484610000000003,3.048,3.1,2014M04,2014M11_3moAve,2014M11_3moAve,71,4.048,2012M05_3moAve,41
LAUCN484630000000003,5.436,5.4,2014M04,2014M11_3moAve,2014M11_3moAve,71,6.436,2013M11_3moAve,59
LAUCN484650000000003,5.56,6.3,2014M04,2014M10_3moAve,2014M10_3moAve,70,6.56,2013M12_3moAve,60
LAUCN484670000000003,4.088,4.8,#N/A,#N/A,0,-24108,5.088,2014M10_3moAve,70
LAUCN484690000000003,3.584,4.3,2014M11,2014M12_3moAve,2014M12_3moAve,72,4.584,2014M04_3moAve,64
LAUCN484710000000003,4.912,5.4,2014M04,2014M11_3moAve,2014M11_3moAve,71,5.912,2009M05_3moAve,5
LAUCN484730000000003,4.696,5.3,2014M04,2014M11_3moAve,2014M11_3moAve,71,5.696,2013M12_3moAve,60
LAUCN484750000000003,3.76,4.2,2014M03,2014M03_3moAve,2014M03_3moAve,63,4.76,2012M05_3moAve,41
LAUCN484770000000003,3.78,5.5,2014M12,2015M04_3moAve,2015M04_3moAve,76,4.78,2014M01_3moAve,61
LAUCN484790000000003,4.96,5,2014M04,2014M10_3moAve,2014M10_3moAve,70,5.96,2012M11_3moAve,47
LAUCN484810000000003,4.224,4.8,2014M10,2014M11_3moAve,2014M11_3moAve,71,5.224,2014M02_3moAve,62
LAUCN484830000000003,2.444,4,#N/A,#N/A,0,-24108,3.444,2014M10_3moAve,70
LAUCN484850000000003,4.484,4.6,2014M04,2014M12_3moAve,2014M12_3moAve,72,5.484,2013M11_3moAve,59
LAUCN484870000000003,3.436,5.4,#N/A,#N/A,0,-24108,4.436,2009M05_3moAve,5
LAUCN484890000000003,8.408,13,#N/A,#N/A,0,-24108,9.408,,-24108
LAUCN484910000000003,4.048,3.5,2014M04,2014M11_3moAve,2014M11_3moAve,71,5.048,2013M11_3moAve,59
LAUCN484930000000003,4.3,4,2014M04,2014M04_3moAve,2014M04_3moAve,64,5.3,2012M11_3moAve,47
LAUCN484950000000003,3.412,5.5,2014M12,#N/A,0,-24108,4.412,2014M05_3moAve,65
LAUCN484970000000003,4.212,4.9,2014M10,2014M12_3moAve,2014M12_3moAve,72,5.212,2014M04_3moAve,64
LAUCN484990000000003,4.728,5.6,#N/A,#N/A,0,-24108,5.728,2014M11_3moAve,71
LAUCN485010000000003,3.124,3.7,2014M04,2014M04_3moAve,2014M04_3moAve,64,4.124,2012M04_3moAve,40
LAUCN485030000000003,3.304,4.3,2014M12,#N/A,0,-24108,4.304,2014M04_3moAve,64
LAUCN485050000000003,5.364,7.5,2014M04,2014M05_3moAve,2014M05_3moAve,65,6.364,2012M05_3moAve,41
LAUCN485070000000003,10.544,12.9,2014M10,2014M12_3moAve,2014M12_3moAve,72,11.544,2014M11_3moAve,71
LAUCN490010000000003,2.98,4,#N/A,#N/A,0,-24108,3.98,2014M05_3moAve,65
LAUCN490030000000003,3.316,4,2014M04,2014M12_3moAve,2014M12_3moAve,72,4.316,2013M11_3moAve,59
LAUCN490050000000003,2.392,3.6,#N/A,#N/A,0,-24108,3.392,2013M11_3moAve,59
LAUCN490070000000003,3.968,6.6,#N/A,#N/A,0,-24108,4.968,2014M06_3moAve,66
LAUCN490090000000003,3.932,3.6,2009M07,2009M08_3moAve,2009M08_3moAve,8,4.932,2009M06_3moAve,6
LAUCN490110000000003,2.932,3.8,#N/A,#N/A,0,-24108,3.932,2013M11_3moAve,59
LAUCN490130000000003,2.444,7.7,#N/A,#N/A,0,-24108,3.444,2014M11_3moAve,71
LAUCN490150000000003,3.568,6.5,#N/A,#N/A,0,-24108,4.568,2014M11_3moAve,71
LAUCN490170000000003,5.64,5.7,2014M06,2014M09_3moAve,2014M09_3moAve,69,6.64,2009M09_3moAve,9
LAUCN490190000000003,5.432,4.1,2013M05,2013M09_3moAve,2013M09_3moAve,57,6.432,2012M07_3moAve,43
LAUCN490210000000003,3.616,4.9,#N/A,#N/A,0,-24108,4.616,2014M05_3moAve,65
LAUCN490230000000003,4.244,3.9,2013M10,2013M11_3moAve,2013M11_3moAve,59,5.244,2012M11_3moAve,47
LAUCN490250000000003,3.696,3.7,2014M07,2014M07_3moAve,2014M07_3moAve,67,4.696,2013M07_3moAve,55
LAUCN490270000000003,2.908,3.5,#N/A,#N/A,0,-24108,3.908,2013M09_3moAve,57
LAUCN490290000000003,2.968,3.3,2014M04,2014M12_3moAve,2014M12_3moAve,72,3.968,2013M09_3moAve,57
LAUCN490310000000003,2.58,6,#N/A,#N/A,0,-24108,3.58,,-24108
LAUCN490330000000003,2.388,3,#N/A,#N/A,0,-24108,3.388,2014M07_3moAve,67
LAUCN490350000000003,2.936,3.6,#N/A,#N/A,0,-24108,3.936,2013M11_3moAve,59
LAUCN490370000000003,5.772,7.9,#N/A,#N/A,0,-24108,6.772,2014M10_3moAve,70
LAUCN490390000000003,3.636,4.9,2014M11,2014M12_3moAve,2014M12_3moAve,72,4.636,2013M12_3moAve,60
LAUCN490410000000003,3.34,4.5,#N/A,#N/A,0,-24108,4.34,2014M06_3moAve,66
LAUCN490430000000003,2.88,3.4,2014M12,2015M01_3moAve,2015M01_3moAve,73,3.88,2013M12_3moAve,60
LAUCN490450000000003,3.296,4.4,#N/A,#N/A,0,-24108,4.296,2014M11_3moAve,71
LAUCN490470000000003,2.18,7.1,#N/A,#N/A,0,-24108,3.18,2014M11_3moAve,71
LAUCN490490000000003,2.944,3.6,2014M11,2014M12_3moAve,2014M12_3moAve,72,3.944,2013M11_3moAve,59
LAUCN490510000000003,3.1,3.6,2014M12,2014M12_3moAve,2014M12_3moAve,72,4.1,2013M12_3moAve,60
LAUCN490530000000003,3.7,4.4,2015M04,#N/A,0,-24108,4.7,2013M11_3moAve,59
LAUCN490550000000003,4.828,6.3,#N/A,#N/A,0,-24108,5.828,2009M08_3moAve,8
LAUCN490570000000003,3.616,4.3,2014M11,#N/A,0,-24108,4.616,2014M01_3moAve,61
LAUCN500010000000003,4.128,3.5,2012M10,2012M10_3moAve,2012M10_3moAve,46,5.128,2010M10_3moAve,22
LAUCN500030000000003,4.42,4.5,2013M10,2015M05_3moAve,2015M05_3moAve,77,5.42,2012M10_3moAve,46
LAUCN500050000000003,4.812,4.5,2013M09,2013M10_3moAve,2013M10_3moAve,58,5.812,2011M07_3moAve,31
LAUCN500070000000003,3.668,2.9,2011M10,2011M12_3moAve,2011M12_3moAve,36,4.668,2010M10_3moAve,22
LAUCN500090000000003,5.712,6,2014M05,#N/A,0,-24108,6.712,2013M07_3moAve,55
LAUCN500110000000003,4.612,3.6,2011M10,2012M06_3moAve,2012M06_3moAve,42,5.612,2010M06_3moAve,18
LAUCN500130000000003,5.732,3.7,2010M09,2010M10_3moAve,2010M10_3moAve,22,6.732,2009M10_3moAve,10
LAUCN500150000000003,5.092,3.8,2012M10,2013M08_3moAve,2013M08_3moAve,56,6.092,2011M09_3moAve,33
LAUCN500170000000003,4.06,3.3,2012M10,2013M06_3moAve,2013M06_3moAve,54,5.06,2011M08_3moAve,32
LAUCN500190000000003,6.512,4.8,2012M10,2013M07_3moAve,2013M07_3moAve,55,7.512,2010M10_3moAve,22
LAUCN500210000000003,4.908,4.4,2013M10,2013M11_3moAve,2013M11_3moAve,59,5.908,2012M12_3moAve,48
LAUCN500230000000003,4.388,3.4,2012M09,2012M10_3moAve,2012M10_3moAve,46,5.388,2010M10_3moAve,22
LAUCN500250000000003,4.304,3.7,2013M10,2013M12_3moAve,2013M12_3moAve,60,5.304,2011M12_3moAve,36
LAUCN500270000000003,3.58,3.5,2013M10,2014M12_3moAve,2014M12_3moAve,72,4.58,2012M09_3moAve,45
LAUCN510010000000003,4.552,4.9,#N/A,#N/A,0,-24108,5.552,2015M06_3moAve,78
LAUCN510030000000003,2.588,4.2,#N/A,#N/A,0,-24108,3.588,,-24108
LAUCN510050000000003,4.852,5.3,#N/A,#N/A,0,-24108,5.852,2014M10_3moAve,70
LAUCN510070000000003,3.588,5.1,#N/A,#N/A,0,-24108,4.588,,-24108
LAUCN510090000000003,3.784,5.2,#N/A,#N/A,0,-24108,4.784,2014M12_3moAve,72
LAUCN510110000000003,4.16,5,#N/A,#N/A,0,-24108,5.16,2014M11_3moAve,71
LAUCN510130000000003,2.188,2.9,#N/A,#N/A,0,-24108,3.188,2012M12_3moAve,48
LAUCN510150000000003,3.108,4.3,#N/A,#N/A,0,-24108,4.108,,-24108
LAUCN510170000000003,3.616,3.8,#N/A,#N/A,0,-24108,4.616,2014M05_3moAve,65
LAUCN510190000000003,3.312,4.7,#N/A,#N/A,0,-24108,4.312,,-24108
LAUCN510210000000003,4.24,6.3,#N/A,#N/A,0,-24108,5.24,,-24108
LAUCN510230000000003,2.936,4.5,#N/A,#N/A,0,-24108,3.936,,-24108
LAUCN510250000000003,5.672,7.4,#N/A,#N/A,0,-24108,6.672,,-24108
LAUCN510270000000003,4.948,11.6,#N/A,#N/A,0,-24108,5.948,,-24108
LAUCN510290000000003,4.156,6.2,#N/A,#N/A,0,-24108,5.156,,-24108
LAUCN510310000000003,3.688,5,#N/A,#N/A,0,-24108,4.688,,-24108
LAUCN510330000000003,4.228,5.4,#N/A,#N/A,0,-24108,5.228,,-24108
LAUCN510350000000003,6.12,5.6,2014M09,2014M11_3moAve,2014M11_3moAve,71,7.12,2014M06_3moAve,66
LAUCN510360000000003,4.432,5.5,#N/A,#N/A,0,-24108,5.432,2014M12_3moAve,72
LAUCN510370000000003,5.596,6.4,#N/A,#N/A,0,-24108,6.596,2014M10_3moAve,70
LAUCN510410000000003,3.12,4.8,#N/A,#N/A,0,-24108,4.12,,-24108
LAUCN510430000000003,3.04,4.2,#N/A,#N/A,0,-24108,4.04,2014M12_3moAve,72
LAUCN510450000000003,3.848,5.7,#N/A,#N/A,0,-24108,4.848,,-24108
LAUCN510470000000003,4.172,4.5,#N/A,#N/A,0,-24108,5.172,2013M11_3moAve,59
LAUCN510490000000003,3.952,5.6,#N/A,#N/A,0,-24108,4.952,,-24108
LAUCN510510000000003,5.46,10.6,#N/A,#N/A,0,-24108,6.46,,-24108
LAUCN510530000000003,3.968,5.8,#N/A,#N/A,0,-24108,4.968,,-24108
LAUCN510570000000003,4.38,5.3,#N/A,#N/A,0,-24108,5.38,,-24108
LAUCN510590000000003,2.496,3.7,#N/A,#N/A,0,-24108,3.496,,-24108
LAUCN510610000000003,2.9,4,#N/A,#N/A,0,-24108,3.9,,-24108
